species_id,class,family,full_name,english_name,cites_status
4631,Mammalia,Myrmecophagidae,Myrmecophaga tridactyla,Giant Anteater,Appendix II – Trade regulated
4209,Mammalia,Myrmecophagidae,Tamandua mexicana,Northern Tamandua,Appendix III – National protection
6177,Mammalia,Aotidae,Aotus azarae,Azara's Night Monkey,Appendix II – Trade regulated
7846,Mammalia,Aotidae,Aotus jorgehernandezi,Hernandez-Camacho's Night Monkey,Appendix II – Trade regulated
7725,Mammalia,Aotidae,Aotus lemurinus,Gray-bellied Night Monkey,Appendix II – Trade regulated
3269,Mammalia,Aotidae,Aotus miconax,Andean Night Monkey,Appendix II – Trade regulated
8974,Mammalia,Aotidae,Aotus nancymaae,Nancy Ma's Night Monkey,Appendix II – Trade regulated
5421,Mammalia,Aotidae,Aotus nigriceps,Black-headed Night Monkey,Appendix II – Trade regulated
6573,Mammalia,Aotidae,Aotus trivirgatus,Three-striped Night Monkey,Appendix II – Trade regulated
6415,Mammalia,Aotidae,Aotus vociferans,Spix's Night Monkey,Appendix II – Trade regulated
6096,Mammalia,Atelidae,Alouatta belzebul,Red-handed Howler,Appendix II – Trade regulated
8425,Mammalia,Atelidae,Alouatta caraya,Black Howler,Appendix II – Trade regulated
5404,Mammalia,Atelidae,Alouatta guariba,Brown Howler,Appendix II – Trade regulated
11135,Mammalia,Atelidae,Alouatta macconnelli,Guianan Red Howler,Appendix II – Trade regulated
8976,Mammalia,Atelidae,Alouatta nigerrima,Amazon Black Howler,Appendix II – Trade regulated
5936,Mammalia,Atelidae,Alouatta palliata,Mantled Howler,Appendix I – Species threatened with extinction
10519,Mammalia,Atelidae,Alouatta pigra,Guatemalan Black Howler,Appendix I – Species threatened with extinction
10985,Mammalia,Atelidae,Alouatta sara,Bolivian Red Howler,Appendix II – Trade regulated
6697,Mammalia,Atelidae,Alouatta seniculus,Venezuelan Red Howler,Appendix II – Trade regulated
4938,Mammalia,Atelidae,Ateles belzebuth,White-bellied Spider Monkey,Appendix II – Trade regulated
6635,Mammalia,Atelidae,Ateles chamek,Black-faced Black Spider Monkey,Appendix II – Trade regulated
5608,Mammalia,Atelidae,Ateles fusciceps,Brown-headed Spider Monkey,Appendix II – Trade regulated
7952,Mammalia,Atelidae,Ateles geoffroyi,Geoffroy's Spider Monkey,Appendix II – Trade regulated
12214,Mammalia,Atelidae,Ateles geoffroyi frontatus,Black-browed Spider Monkey,Appendix I – Species threatened with extinction
68346,Mammalia,Atelidae,Ateles geoffroyi ornatus,Ornate Spider Monkey,Appendix I – Species threatened with extinction
9553,Mammalia,Atelidae,Ateles hybridus,Variegated Spider Monkey,Appendix II – Trade regulated
9302,Mammalia,Atelidae,Ateles marginatus,White-whiskered Spider Monkey,Appendix II – Trade regulated
10405,Mammalia,Atelidae,Ateles paniscus,Black Spider Monkey,Appendix II – Trade regulated
10078,Mammalia,Atelidae,Brachyteles arachnoides,Southern Muriqui (Woolly Spider Monkey),Appendix I – Species threatened with extinction
5882,Mammalia,Atelidae,Brachyteles hypoxanthus,Northern Muriqui,Appendix I – Species threatened with extinction
8304,Mammalia,Atelidae,Lagothrix cana,Gray Woolly Monkey,Appendix II – Trade regulated
4333,Mammalia,Atelidae,Lagothrix lagotricha,Brown Woolly Monkey,Appendix II – Trade regulated
9750,Mammalia,Atelidae,Lagothrix lugens,Colombian Woolly Monkey,Appendix II – Trade regulated
4069,Mammalia,Atelidae,Lagothrix poeppigii,Poeppig's Woolly Monkey,Appendix II – Trade regulated
4996,Mammalia,Atelidae,Oreonax flavicauda,Yellow-tailed Woolly Monkey,Appendix I – Species threatened with extinction
8992,Mammalia,Cebidae,Callimico goeldii,Goeldi's Monkey,Appendix I – Species threatened with extinction
4502,Mammalia,Cebidae,Callithrix acariensis,Rio Acari Marmoset,Appendix II – Trade regulated
7910,Mammalia,Cebidae,Callithrix argentata,Silvery Marmoset,Appendix II – Trade regulated
4190,Mammalia,Cebidae,Callithrix aurita,Buffy-tufted Marmoset,Appendix I – Species threatened with extinction
3607,Mammalia,Cebidae,Callithrix chrysoleuca,Gold-and-white Marmoset,Appendix II – Trade regulated
4984,Mammalia,Cebidae,Callithrix emiliae,Emilia's Marmoset,Appendix II – Trade regulated
7641,Mammalia,Cebidae,Callithrix flaviceps,Buffy-headed Marmoset,Appendix I – Species threatened with extinction
9363,Mammalia,Cebidae,Callithrix geoffroyi,Geoffroy's Tufted-ear Marmoset,Appendix II – Trade regulated
4507,Mammalia,Cebidae,Callithrix humeralifera,Tassel-eared Marmoset,Appendix II – Trade regulated
10518,Mammalia,Cebidae,Callithrix humilis,Roosmalens' Dwarf Marmoset,Appendix II – Trade regulated
4202,Mammalia,Cebidae,Callithrix intermedia,Aripuanã Marmoset,Appendix II – Trade regulated
5346,Mammalia,Cebidae,Callithrix jacchus,Common Marmoset,Appendix II – Trade regulated
7169,Mammalia,Cebidae,Callithrix kuhlii,Wied's Marmoset,Appendix II – Trade regulated
4237,Mammalia,Cebidae,Callithrix leucippe,White Marmoset,Appendix II – Trade regulated
4882,Mammalia,Cebidae,Callithrix manicorensis,Manicoré Marmoset,Appendix II – Trade regulated
4346,Mammalia,Cebidae,Callithrix marcai,Marca's Marmoset,Appendix II – Trade regulated
10570,Mammalia,Cebidae,Callithrix mauesi,Maués Marmoset,Appendix II – Trade regulated
3244,Mammalia,Cebidae,Callithrix melanura,Black-tailed Marmoset,Appendix II – Trade regulated
8000,Mammalia,Cebidae,Callithrix nigriceps,Black-headed Marmoset,Appendix II – Trade regulated
5614,Mammalia,Cebidae,Callithrix penicillata,Black-tufted Marmoset,Appendix II – Trade regulated
10074,Mammalia,Cebidae,Callithrix pygmaea,Pygmy Marmoset,Appendix II – Trade regulated
10506,Mammalia,Cebidae,Callithrix saterei,Sateré Marmoset,Appendix II – Trade regulated
9298,Mammalia,Cebidae,Cebus albifrons,White-fronted Capuchin,Appendix II – Trade regulated
9931,Mammalia,Cebidae,Cebus apella,Tufted Capuchin,Appendix II – Trade regulated
6424,Mammalia,Cebidae,Cebus capucinus,White-headed Capuchin,Appendix II – Trade regulated
4025,Mammalia,Cebidae,Cebus flavius,Blond Capuchin,Appendix II – Trade regulated
8649,Mammalia,Cebidae,Cebus kaapori,Kaapori Capuchin,Appendix II – Trade regulated
3810,Mammalia,Cebidae,Cebus libidinosus,Bearded Capuchin,Appendix II – Trade regulated
5575,Mammalia,Cebidae,Cebus nigritus,Black-horned Capuchin,Appendix II – Trade regulated
9285,Mammalia,Cebidae,Cebus olivaceus,Weeper Capuchin,Appendix II – Trade regulated
7097,Mammalia,Cebidae,Cebus xanthosternos,Golden-bellied Capuchin,Appendix II – Trade regulated
7368,Mammalia,Cebidae,Leontopithecus caissara,Black-faced Lion Tamarin,Appendix I – Species threatened with extinction
4788,Mammalia,Cebidae,Leontopithecus chrysomelas,Golden-headed Lion Tamarin,Appendix I – Species threatened with extinction
3767,Mammalia,Cebidae,Leontopithecus chrysopygus,Black Lion Tamarin,Appendix I – Species threatened with extinction
6743,Mammalia,Cebidae,Leontopithecus rosalia,Golden Lion Tamarin,Appendix I – Species threatened with extinction
9518,Mammalia,Cebidae,Mico rondoni,Rondon's Marmoset,Appendix II – Trade regulated
5931,Mammalia,Cebidae,Saguinus bicolor,Pied Tamarin,Appendix I – Species threatened with extinction
7581,Mammalia,Cebidae,Saguinus fuscicollis,Saddle-back Tamarin,Appendix II – Trade regulated
6142,Mammalia,Cebidae,Saguinus geoffroyi,Geoffroy's Tamarin,Appendix I – Species threatened with extinction
6393,Mammalia,Cebidae,Saguinus graellsi,Graells's Tamarin,Appendix II – Trade regulated
5284,Mammalia,Cebidae,Saguinus imperator,Emperor Tamarin,Appendix II – Trade regulated
9705,Mammalia,Cebidae,Saguinus inustus,Mottled-faced Tamarin,Appendix II – Trade regulated
4870,Mammalia,Cebidae,Saguinus labiatus,Red-chested Mustached Tamarin,Appendix II – Trade regulated
8966,Mammalia,Cebidae,Saguinus leucopus,White-footed Tamarin,Appendix I – Species threatened with extinction
4273,Mammalia,Cebidae,Saguinus martinsi,Martin's Bare-face Tamarin,Appendix I – Species threatened with extinction
9746,Mammalia,Cebidae,Saguinus melanoleucus,White-mantled Tamarin,Appendix II – Trade regulated
8942,Mammalia,Cebidae,Saguinus midas,Midas Tamarin,Appendix II – Trade regulated
3481,Mammalia,Cebidae,Saguinus mystax,Black-chested Mustached Tamarin,Appendix II – Trade regulated
3547,Mammalia,Cebidae,Saguinus niger,Black Tamarin,Appendix II – Trade regulated
7807,Mammalia,Cebidae,Saguinus nigricollis,Black-mantled Tamarin,Appendix II – Trade regulated
4999,Mammalia,Cebidae,Saguinus oedipus,Cotton-top Tamarin,Appendix I – Species threatened with extinction
3162,Mammalia,Cebidae,Saguinus pileatus,Red-capped Tamarin,Appendix II – Trade regulated
7448,Mammalia,Cebidae,Saguinus tripartitus,Golden-mantled Tamarin,Appendix II – Trade regulated
68348,Mammalia,Cebidae,Saguinus ursulus,Black-handed Tamarin,Appendix II – Trade regulated
4748,Mammalia,Cebidae,Saimiri boliviensis,Bolivian Squirrel Monkey,Appendix II – Trade regulated
68351,Mammalia,Cebidae,Saimiri collinsi,Collins' Squirrel Monkey,Appendix II – Trade regulated
6620,Mammalia,Cebidae,Saimiri oerstedii,Central American Squirrel Monkey,Appendix I – Species threatened with extinction
6767,Mammalia,Cebidae,Saimiri sciureus,Common Squirrel Monkey,Appendix II – Trade regulated
10482,Mammalia,Cebidae,Saimiri ustus,Bare-eared Squirrel Monkey,Appendix II – Trade regulated
7946,Mammalia,Cebidae,Saimiri vanzolinii,Vanzolini's Squirrel Monkey,Appendix II – Trade regulated
3765,Mammalia,Cercopithecidae,Allenopithecus nigroviridis,Allen's Swamp Monkey,Appendix II – Trade regulated
94588,Mammalia,Cercopithecidae,Allochrocebus lhoesti,L'Hoest's Monkey,Appendix II – Trade regulated
101348,Mammalia,Cercopithecidae,Allochrocebus preussi,Preuss's Monkey,Appendix II – Trade regulated
101347,Mammalia,Cercopithecidae,Allochrocebus solatus,Sun-tailed Monkey,Appendix II – Trade regulated
3308,Mammalia,Cercopithecidae,Cercocebus agilis,Agile Mangabey,Appendix II – Trade regulated
4792,Mammalia,Cercopithecidae,Cercocebus atys,Sooty Mangabey,Appendix II – Trade regulated
10155,Mammalia,Cercopithecidae,Cercocebus chrysogaster,Golden-bellied Mangabey,Appendix II – Trade regulated
5226,Mammalia,Cercopithecidae,Cercocebus galeritus,Crested Mangabey,Appendix I – Species threatened with extinction
5674,Mammalia,Cercopithecidae,Cercocebus sanjei,Sanje Mangabey,Appendix II – Trade regulated
9860,Mammalia,Cercopithecidae,Cercocebus torquatus,Red-capped Mangabey (White-collared),Appendix II – Trade regulated
10992,Mammalia,Cercopithecidae,Cercopithecus albogularis,Sykes' Monkey,Appendix II – Trade regulated
3669,Mammalia,Cercopithecidae,Cercopithecus ascanius,Red-tailed Monkey,Appendix II – Trade regulated
3887,Mammalia,Cercopithecidae,Cercopithecus campbelli,Campbell's Monkey,Appendix II – Trade regulated
3710,Mammalia,Cercopithecidae,Cercopithecus cephus,Moustached Monkey,Appendix II – Trade regulated
9970,Mammalia,Cercopithecidae,Cercopithecus denti,Dent's Monkey,Appendix II – Trade regulated
10615,Mammalia,Cercopithecidae,Cercopithecus diana,Diana Monkey,Appendix I – Species threatened with extinction
8341,Mammalia,Cercopithecidae,Cercopithecus doggetti,Silver Monkey,Appendix II – Trade regulated
6264,Mammalia,Cercopithecidae,Cercopithecus dryas,Dryas Monkey,Appendix II – Trade regulated
10498,Mammalia,Cercopithecidae,Cercopithecus erythrogaster,Red-bellied Monkey,Appendix II – Trade regulated
4723,Mammalia,Cercopithecidae,Cercopithecus erythrotis,Red-eared Monkey,Appendix II – Trade regulated
9017,Mammalia,Cercopithecidae,Cercopithecus hamlyni,Hamlyn's Monkey (Owl-faced),Appendix II – Trade regulated
9726,Mammalia,Cercopithecidae,Cercopithecus kandti,Golden Monkey,Appendix II – Trade regulated
67924,Mammalia,Cercopithecidae,Cercopithecus lomamiensis,Lomami River Blue Monkey,Appendix II – Trade regulated
10036,Mammalia,Cercopithecidae,Cercopithecus lowei,Lowe's Monkey,Appendix II – Trade regulated
9150,Mammalia,Cercopithecidae,Cercopithecus mitis,Blue Monkey,Appendix II – Trade regulated
5362,Mammalia,Cercopithecidae,Cercopithecus mona,Mona Monkey,Appendix II – Trade regulated
8121,Mammalia,Cercopithecidae,Cercopithecus neglectus,De Brazza's Monkey,Appendix II – Trade regulated
4016,Mammalia,Cercopithecidae,Cercopithecus nictitans,Putty-nosed Monkey,Appendix II – Trade regulated
5430,Mammalia,Cercopithecidae,Cercopithecus petaurista,Lesser Spot-nosed Monkey,Appendix II – Trade regulated
9175,Mammalia,Cercopithecidae,Cercopithecus pogonias,Crowned Monkey,Appendix II – Trade regulated
6568,Mammalia,Cercopithecidae,Cercopithecus roloway,Roloway Monkey,Appendix I – Species threatened with extinction
8996,Mammalia,Cercopithecidae,Cercopithecus sclateri,Sclater's Monkey,Appendix II – Trade regulated
10428,Mammalia,Cercopithecidae,Cercopithecus wolfi,Wolf's Monkey,Appendix II – Trade regulated
7013,Mammalia,Cercopithecidae,Chlorocebus aethiops,Grivet Monkey,Appendix II – Trade regulated
8535,Mammalia,Cercopithecidae,Chlorocebus cynosuros,Malbrouck Monkey,Appendix II – Trade regulated
5150,Mammalia,Cercopithecidae,Chlorocebus djamdjamensis,Bale Mountains Vervet,Appendix II – Trade regulated
10131,Mammalia,Cercopithecidae,Chlorocebus pygerythrus,Vervet Monkey,Appendix II – Trade regulated
8199,Mammalia,Cercopithecidae,Chlorocebus sabaeus,Green Monkey,Appendix II – Trade regulated
8446,Mammalia,Cercopithecidae,Chlorocebus tantalus,Tantalus Monkey,Appendix II – Trade regulated
10874,Mammalia,Cercopithecidae,Colobus angolensis,Angola Colobus,Appendix II – Trade regulated
3758,Mammalia,Cercopithecidae,Colobus guereza,Guereza (Mantled Colobus),Appendix II – Trade regulated
4790,Mammalia,Cercopithecidae,Colobus polykomos,King Colobus,Appendix II – Trade regulated
4991,Mammalia,Cercopithecidae,Colobus satanas,Black Colobus,Appendix II – Trade regulated
4679,Mammalia,Cercopithecidae,Colobus vellerosus,Ursine Colobus,Appendix II – Trade regulated
5524,Mammalia,Cercopithecidae,Erythrocebus patas,Patas Monkey,Appendix II – Trade regulated
3189,Mammalia,Cercopithecidae,Lophocebus albigena,Grey-cheeked Mangabey,Appendix II – Trade regulated
9433,Mammalia,Cercopithecidae,Lophocebus aterrimus,Black Crested Mangabey,Appendix II – Trade regulated
4936,Mammalia,Cercopithecidae,Lophocebus opdenboschi,Opdenbosch's Mangabey,Appendix II – Trade regulated
5121,Mammalia,Cercopithecidae,Macaca arctoides,Stump-tailed Macaque,Appendix II – Trade regulated
3521,Mammalia,Cercopithecidae,Macaca assamensis,Assam Macaque,Appendix II – Trade regulated
4749,Mammalia,Cercopithecidae,Macaca cyclopis,Taiwanese Macaque,Appendix II – Trade regulated
3920,Mammalia,Cercopithecidae,Macaca fascicularis,Crab-eating Macaque (Long-tailed),Appendix II – Trade regulated
9791,Mammalia,Cercopithecidae,Macaca fuscata,Japanese Macaque (Snow Monkey),Appendix II – Trade regulated
4479,Mammalia,Cercopithecidae,Macaca hecki,Heck's Macaque,Appendix II – Trade regulated
3069,Mammalia,Cercopithecidae,Macaca leonina,Northern Pig-tailed Macaque,Appendix II – Trade regulated
101073,Mammalia,Cercopithecidae,Macaca leucogenys,White-cheeked Macaque,Appendix II – Trade regulated
3562,Mammalia,Cercopithecidae,Macaca maura,Moor Macaque,Appendix II – Trade regulated
7393,Mammalia,Cercopithecidae,Macaca mulatta,Rhesus Macaque,Appendix II – Trade regulated
9649,Mammalia,Cercopithecidae,Macaca munzala,Arunachal Macaque,Appendix II – Trade regulated
7094,Mammalia,Cercopithecidae,Macaca nemestrina,Pig-tailed Macaque (Southern),Appendix II – Trade regulated
6601,Mammalia,Cercopithecidae,Macaca nigra,Celebes Crested Macaque,Appendix II – Trade regulated
8188,Mammalia,Cercopithecidae,Macaca nigrescens,Gorontalo Macaque,Appendix II – Trade regulated
4490,Mammalia,Cercopithecidae,Macaca ochreata,Booted Macaque,Appendix II – Trade regulated
9720,Mammalia,Cercopithecidae,Macaca pagensis,Pagai Island Macaque,Appendix II – Trade regulated
7080,Mammalia,Cercopithecidae,Macaca radiata,Bonnet Macaque,Appendix II – Trade regulated
6217,Mammalia,Cercopithecidae,Macaca siberu,Siberut Macaque,Appendix II – Trade regulated
11089,Mammalia,Cercopithecidae,Macaca silenus,Lion-tailed Macaque,Appendix I – Species threatened with extinction
10938,Mammalia,Cercopithecidae,Macaca sinica,Toque Macaque,Appendix II – Trade regulated
6923,Mammalia,Cercopithecidae,Macaca sylvanus,Barbary Macaque,Appendix I – Species threatened with extinction
10541,Mammalia,Cercopithecidae,Macaca thibetana,Tibetan Macaque,Appendix II – Trade regulated
3468,Mammalia,Cercopithecidae,Macaca tonkeana,Tonkean Macaque,Appendix II – Trade regulated
6623,Mammalia,Cercopithecidae,Mandrillus leucophaeus,Drill,Appendix I – Species threatened with extinction
7079,Mammalia,Cercopithecidae,Mandrillus sphinx,Mandrill,Appendix I – Species threatened with extinction
6929,Mammalia,Cercopithecidae,Miopithecus ogouensis,Northern Talapoin,Appendix II – Trade regulated
10014,Mammalia,Cercopithecidae,Miopithecus talapoin,Angolan Talapoin,Appendix II – Trade regulated
10415,Mammalia,Cercopithecidae,Nasalis larvatus,Proboscis Monkey,Appendix I – Species threatened with extinction
10170,Mammalia,Cercopithecidae,Papio anubis,Olive Baboon,Appendix II – Trade regulated
9185,Mammalia,Cercopithecidae,Papio cynocephalus,Yellow Baboon,Appendix II – Trade regulated
5129,Mammalia,Cercopithecidae,Papio hamadryas,Hamadryas Baboon,Appendix II – Trade regulated
5836,Mammalia,Cercopithecidae,Papio papio,Guinea Baboon,Appendix II – Trade regulated
5352,Mammalia,Cercopithecidae,Papio ursinus,Chacma Baboon,Appendix II – Trade regulated
4238,Mammalia,Cercopithecidae,Piliocolobus badius,Western Red Colobus,Appendix II – Trade regulated
101287,Mammalia,Cercopithecidae,Piliocolobus bouvieri,Bou,Appendix II – Trade regulated
101288,Mammalia,Cercopithecidae,Piliocolobus epieni,Niger Delta Red Colobus,Appendix II – Trade regulated
9502,Mammalia,Cercopithecidae,Piliocolobus foai,Central African Red Colobus,Appendix II – Trade regulated
5706,Mammalia,Cercopithecidae,Piliocolobus gordonorum,Udzungwa Red Colobus,Appendix II – Trade regulated
4754,Mammalia,Cercopithecidae,Piliocolobus kirkii,Zanzibar Red Colobus,Appendix I – Species threatened with extinction
4545,Mammalia,Cercopithecidae,Piliocolobus pennantii,Pennant's Red Colobus,Appendix II – Trade regulated
7649,Mammalia,Cercopithecidae,Piliocolobus preussi,Preuss's Red Colobus,Appendix II – Trade regulated
6368,Mammalia,Cercopithecidae,Piliocolobus rufomitratus,Tana River Red Colobus,Appendix I – Species threatened with extinction
101285,Mammalia,Cercopithecidae,Piliocolobus temminckii,Temminck's Red Colobus,Appendix II – Trade regulated
10708,Mammalia,Cercopithecidae,Piliocolobus tephrosceles,Ashy Red Colobus,Appendix II – Trade regulated
9508,Mammalia,Cercopithecidae,Piliocolobus tholloni,Thollon's Red Colobus,Appendix II – Trade regulated
101286,Mammalia,Cercopithecidae,Piliocolobus waldronae,Waldron's Red Colobus,Appendix II – Trade regulated
9688,Mammalia,Cercopithecidae,Presbytis chrysomelas,Cross-marked Langur,Appendix II – Trade regulated
5268,Mammalia,Cercopithecidae,Presbytis comata,Javan Surili,Appendix II – Trade regulated
6534,Mammalia,Cercopithecidae,Presbytis femoralis,Banded Langur,Appendix II – Trade regulated
8055,Mammalia,Cercopithecidae,Presbytis frontata,White-fronted Langur,Appendix II – Trade regulated
10476,Mammalia,Cercopithecidae,Presbytis hosei,Hose's Langur,Appendix II – Trade regulated
10011,Mammalia,Cercopithecidae,Presbytis melalophos,Southern Sumatran Langur,Appendix II – Trade regulated
4133,Mammalia,Cercopithecidae,Presbytis natunae,Natuna Islands Langur,Appendix II – Trade regulated
8236,Mammalia,Cercopithecidae,Presbytis potenziani,Mentawai Langur,Appendix I – Species threatened with extinction
8988,Mammalia,Cercopithecidae,Presbytis rubicunda,Maroon Langur,Appendix II – Trade regulated
8161,Mammalia,Cercopithecidae,Presbytis siamensis,White-thighed Langur,Appendix II – Trade regulated
10809,Mammalia,Cercopithecidae,Presbytis thomasi,Thomas's Langur,Appendix II – Trade regulated
9671,Mammalia,Cercopithecidae,Procolobus verus,Olive Colobus,Appendix II – Trade regulated
3404,Mammalia,Cercopithecidae,Pygathrix cinerea,Gray-shanked Douc,Appendix I – Species threatened with extinction
8352,Mammalia,Cercopithecidae,Pygathrix nemaeus,Red-shanked Douc,Appendix I – Species threatened with extinction
5093,Mammalia,Cercopithecidae,Pygathrix nigripes,Black-shanked Douc,Appendix I – Species threatened with extinction
9301,Mammalia,Cercopithecidae,Rhinopithecus avunculus,Tonkin Snub-nosed Monkey,Appendix I – Species threatened with extinction
6214,Mammalia,Cercopithecidae,Rhinopithecus bieti,Black Snub-nosed Monkey,Appendix I – Species threatened with extinction
8127,Mammalia,Cercopithecidae,Rhinopithecus brelichi,Gray Snub-nosed Monkey,Appendix I – Species threatened with extinction
3851,Mammalia,Cercopithecidae,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Appendix I – Species threatened with extinction
5919,Mammalia,Cercopithecidae,Rhinopithecus strykeri,Myanmar Snub-nosed Monkey,Appendix I – Species threatened with extinction
10307,Mammalia,Cercopithecidae,Rungwecebus kipunji,Kipunji,Appendix II – Trade regulated
4844,Mammalia,Cercopithecidae,Semnopithecus ajax,Kashmir Gray Langur,Appendix I – Species threatened with extinction
10264,Mammalia,Cercopithecidae,Semnopithecus dussumieri,Southern Plains Gray Langur,Appendix I – Species threatened with extinction
11082,Mammalia,Cercopithecidae,Semnopithecus entellus,Northern Plains Gray Langur,Appendix I – Species threatened with extinction
7895,Mammalia,Cercopithecidae,Semnopithecus hector,Tarai Gray Langur,Appendix I – Species threatened with extinction
4349,Mammalia,Cercopithecidae,Semnopithecus hypoleucos,Black-footed Gray Langur,Appendix I – Species threatened with extinction
9670,Mammalia,Cercopithecidae,Semnopithecus priam,Tufted Gray Langur,Appendix I – Species threatened with extinction
3541,Mammalia,Cercopithecidae,Semnopithecus schistaceus,Nepal Gray Langur,Appendix I – Species threatened with extinction
7516,Mammalia,Cercopithecidae,Simias concolor,Pig-tailed Langur,Appendix I – Species threatened with extinction
3493,Mammalia,Cercopithecidae,Theropithecus gelada,Gelada,Appendix II – Trade regulated
9679,Mammalia,Cercopithecidae,Trachypithecus auratus,Javan Lutung,Appendix II – Trade regulated
10222,Mammalia,Cercopithecidae,Trachypithecus barbei,Barbei's Langur,Appendix II – Trade regulated
10425,Mammalia,Cercopithecidae,Trachypithecus delacouri,Delacour's Langur,Appendix II – Trade regulated
9418,Mammalia,Cercopithecidae,Trachypithecus ebenus,Black Langur,Appendix II – Trade regulated
8958,Mammalia,Cercopithecidae,Trachypithecus francoisi,Francois's Langur,Appendix II – Trade regulated
9479,Mammalia,Cercopithecidae,Trachypithecus geei,Gee's Golden Langur,Appendix I – Species threatened with extinction
11238,Mammalia,Cercopithecidae,Trachypithecus germaini,Germain's Langur,Appendix II – Trade regulated
10790,Mammalia,Cercopithecidae,Trachypithecus hatinhensis,Hatinh Langur,Appendix II – Trade regulated
8100,Mammalia,Cercopithecidae,Trachypithecus johnii,Nilgiri Langur,Appendix II – Trade regulated
5066,Mammalia,Cercopithecidae,Trachypithecus laotum,Laotian Langur,Appendix II – Trade regulated
10564,Mammalia,Cercopithecidae,Trachypithecus obscurus,Dusky Langur,Appendix II – Trade regulated
5892,Mammalia,Cercopithecidae,Trachypithecus phayrei,Phayre's Langur,Appendix II – Trade regulated
6140,Mammalia,Cercopithecidae,Trachypithecus pileatus,Capped Langur,Appendix I – Species threatened with extinction
6258,Mammalia,Cercopithecidae,Trachypithecus poliocephalus,Cat Ba Langur,Appendix II – Trade regulated
10221,Mammalia,Cercopithecidae,Trachypithecus shortridgei,Shortridge's Langur,Appendix I – Species threatened with extinction
8983,Mammalia,Cercopithecidae,Trachypithecus vetulus,Purple-faced Langur,Appendix II – Trade regulated
6437,Mammalia,Cercopithecidae,Trachypithecus villosus,Silvery Langur,Appendix II – Trade regulated
3511,Mammalia,Cheirogaleidae,Allocebus trichotis,Hairy-eared Dwarf Lemur,Appendix I – Species threatened with extinction
10628,Mammalia,Cheirogaleidae,Cheirogaleus adipicaudatus,Southwestern Fat-tailed Dwarf Lemur,Appendix I – Species threatened with extinction
101074,Mammalia,Cheirogaleidae,Cheirogaleus andysabini,Sabini's Dwarf Lemur,Appendix I – Species threatened with extinction
4881,Mammalia,Cheirogaleidae,Cheirogaleus crossleyi,Crossley's Dwarf Lemur,Appendix I – Species threatened with extinction
67925,Mammalia,Cheirogaleidae,Cheirogaleus lavasoensis,Lavasa Dwarf Lemur,Appendix I – Species threatened with extinction
8205,Mammalia,Cheirogaleidae,Cheirogaleus major,Greater Dwarf Lemur,Appendix I – Species threatened with extinction
4609,Mammalia,Cheirogaleidae,Cheirogaleus medius,Fat-tailed Dwarf Lemur,Appendix I – Species threatened with extinction
8720,Mammalia,Cheirogaleidae,Cheirogaleus minusculus,Lesser Iron-gray Dwarf Lemur,Appendix I – Species threatened with extinction
8628,Mammalia,Cheirogaleidae,Cheirogaleus ravus,Greater Iron-gray Dwarf Lemur,Appendix I – Species threatened with extinction
101075,Mammalia,Cheirogaleidae,Cheirogaleus shethi,Sheth's Dwarf Lemur,Appendix I – Species threatened with extinction
8437,Mammalia,Cheirogaleidae,Cheirogaleus sibreei,Sibree's Dwarf Lemur,Appendix I – Species threatened with extinction
9426,Mammalia,Cheirogaleidae,Microcebus berthae,Madame Berthe's Mouse Lemur,Appendix I – Species threatened with extinction
101076,Mammalia,Cheirogaleidae,Microcebus ganzhorni,Ganzhorn's Mouse Lemur,Appendix I – Species threatened with extinction
67926,Mammalia,Cheirogaleidae,Microcebus gerpi,Gerp's Mouse Lemur,Appendix I – Species threatened with extinction
6216,Mammalia,Cheirogaleidae,Microcebus griseorufus,Reddish-gray Mouse Lemur,Appendix I – Species threatened with extinction
101077,Mammalia,Cheirogaleidae,Microcebus manitatra,Manitatra's Mouse Lemur,Appendix I – Species threatened with extinction
67927,Mammalia,Cheirogaleidae,Microcebus marohita,Marohita Mouse Lemur,Appendix I – Species threatened with extinction
10099,Mammalia,Cheirogaleidae,Microcebus murinus,Gray Mouse Lemur,Appendix I – Species threatened with extinction
4355,Mammalia,Cheirogaleidae,Microcebus myoxinus,Pygmy Mouse Lemur,Appendix I – Species threatened with extinction
7273,Mammalia,Cheirogaleidae,Microcebus ravelobensis,Golden-brown Mouse Lemur,Appendix I – Species threatened with extinction
8573,Mammalia,Cheirogaleidae,Microcebus rufus,Brown Mouse Lemur,Appendix I – Species threatened with extinction
8624,Mammalia,Cheirogaleidae,Microcebus sambiranensis,Sambirano Mouse Lemur,Appendix I – Species threatened with extinction
67928,Mammalia,Cheirogaleidae,Microcebus tanosi,Tanosy Mouse Lemur,Appendix I – Species threatened with extinction
5248,Mammalia,Cheirogaleidae,Microcebus tavaratra,Northern Rufous Mouse Lemur,Appendix I – Species threatened with extinction
9326,Mammalia,Cheirogaleidae,Mirza coquereli,Coquerel's Giant Mouse Lemur,Appendix I – Species threatened with extinction
6133,Mammalia,Cheirogaleidae,Phaner electromontis,Amber Mountain Fork-marked Lemur,Appendix I – Species threatened with extinction
6771,Mammalia,Cheirogaleidae,Phaner furcifer,Masokafa Fork-marked Lemur,Appendix I – Species threatened with extinction
